,Unnamed: 0.1,school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3,Unnamed: 0
738,343,"GP;""F"";18;""U"";""GT3"";""T"";4;3;""other"";""other"";""reputation"";""father"";1;4;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;3;0;""16"";""17"";17",343.0
739,344,"GP;""M"";18;""U"";""LE3"";""T"";4;4;""teacher"";""teacher"";""home"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";1;4;2;2;2;1;0;""18"";""18"";17",344.0
740,345,"GP;""F"";18;""U"";""LE3"";""A"";4;4;""health"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;4;1;1;4;0;""14"";""15"";15",345.0
741,346,"GP;""M"";17;""U"";""LE3"";""T"";4;4;""other"";""teacher"";""home"";""father"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;1;1;2;2;5;0;""12"";""13"";13",346.0
742,347,"GP;""F"";17;""R"";""GT3"";""T"";4;4;""services"";""services"";""reputation"";""mother"";2;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;1;5;0;""7"";""7"";8",347.0
743,348,"GP;""F"";17;""U"";""GT3"";""T"";4;2;""other"";""other"";""reputation"";""mother"";2;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;3;0;""16"";""16"";16",348.0
744,349,"GP;""F"";17;""U"";""GT3"";""T"";3;2;""health"";""health"";""reputation"";""father"";1;4;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;2;2;1;2;5;0;""18"";""18"";18",349.0
745,350,"GP;""M"";19;""R"";""LE3"";""T"";2;1;""at_home"";""services"";""course"";""mother"";2;3;1;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;1;1;1;5;0;""9"";""10"";11",350.0
746,351,"GP;""M"";20;""U"";""GT3"";""A"";3;2;""services"";""other"";""course"";""other"";1;1;2;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";5;5;3;1;1;5;0;""14"";""15"";15",351.0
747,352,"GP;""M"";19;""R"";""GT3"";""T"";3;3;""other"";""services"";""reputation"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;5;3;1;2;5;0;""10"";""10"";11",352.0
748,353,"GP;""F"";18;""U"";""GT3"";""T"";1;4;""other"";""teacher"";""home"";""mother"";1;2;0;""yes"";""yes"";""no"";""no"";""no"";""yes"";""no"";""yes"";3;4;4;1;2;5;2;""10"";""10"";11",353.0
749,354,"GP;""F"";18;""U"";""GT3"";""T"";2;1;""services"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;2;1;2;""12"";""12"";15",354.0
750,355,"GP;""F"";17;""U"";""GT3"";""T"";2;3;""other"";""other"";""course"";""father"";2;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;1;1;1;3;2;""11"";""12"";14",355.0
751,356,"GP;""F"";17;""R"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;1;1;5;2;""15"";""16"";17",356.0
752,357,"GP;""F"";18;""U"";""GT3"";""T"";4;3;""other"";""other"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;4;1;1;5;2;""14"";""15"";17",357.0
753,358,"GP;""F"";18;""U"";""LE3"";""T"";4;3;""health"";""services"";""course"";""mother"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;2;4;1;4;1;8;""12"";""12"";15",358.0
754,359,"GP;""F"";17;""R"";""GT3"";""T"";3;4;""at_home"";""services"";""course"";""father"";1;3;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;3;4;2;5;5;2;""15"";""15"";17",359.0
755,360,"GP;""F"";18;""U"";""GT3"";""T"";3;3;""at_home"";""other"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;1;4;1;1;3;8;""11"";""12"";14",360.0
756,361,"GP;""M"";19;""U"";""GT3"";""T"";4;2;""health"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;4;4;1;1;1;9;""11"";""10"";10",361.0
757,362,"GP;""F"";18;""U"";""GT3"";""T"";4;4;""teacher"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;3;3;5;0;""12"";""11"";13",362.0
758,363,"GP;""F"";18;""U"";""GT3"";""T"";3;4;""other"";""other"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;4;4;1;1;1;4;""11"";""12"";14",363.0
759,364,"GP;""F"";17;""U"";""GT3"";""T"";4;4;""health"";""health"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;2;5;2;""14"";""15"";17",364.0
760,365,"GP;""F"";17;""U"";""GT3"";""A"";4;3;""services"";""services"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;2;2;1;2;5;14;""15"";""14"";17",365.0
761,366,"GP;""F"";17;""U"";""LE3"";""A"";3;3;""services"";""other"";""home"";""mother"";1;2;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;5;0;""12"";""12"";13",366.0
762,367,"GP;""F"";17;""U"";""LE3"";""T"";2;1;""other"";""other"";""home"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;3;2;2;2;2;""11"";""12"";14",367.0
763,368,"GP;""M"";18;""U"";""LE3"";""T"";4;4;""other"";""other"";""reputation"";""father"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;2;5;3;4;5;2;""8"";""9"";11",368.0
764,369,"GP;""F"";19;""U"";""GT3"";""T"";1;1;""other"";""other"";""course"";""other"";3;3;0;""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";""yes"";1;5;5;4;3;5;12;""10"";""10"";11",369.0
765,370,"GP;""F"";19;""U"";""LE3"";""A"";1;1;""other"";""other"";""course"";""other"";3;2;2;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";5;3;4;1;1;4;2;""8"";""8"";9",370.0
766,371,"GP;""F"";18;""U"";""GT3"";""T"";2;2;""other"";""other"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;5;2;4;5;2;""10"";""10"";10",371.0
767,372,"GP;""F"";17;""U"";""GT3"";""T"";2;2;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;2;2;1;1;3;4;""14"";""13"";13",372.0
768,373,"GP;""F"";17;""R"";""LE3"";""T"";2;2;""services"";""services"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;3;2;2;2;3;0;""11"";""11"";10",373.0
769,374,"GP;""F"";17;""U"";""GT3"";""T"";3;1;""services"";""services"";""course"";""father"";1;3;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";3;4;3;2;3;5;0;""17"";""18"";17",374.0
770,375,"GP;""F"";17;""U"";""LE3"";""T"";0;2;""at_home"";""at_home"";""home"";""father"";2;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;3;3;2;3;2;0;""14"";""14"";15",375.0
771,376,"GP;""F"";18;""U"";""GT3"";""T"";1;1;""other"";""other"";""home"";""mother"";2;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;5;1;2;2;0;""14"";""14"";14",376.0
772,377,"GP;""M"";18;""U"";""GT3"";""T"";4;4;""other"";""other"";""course"";""mother"";1;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;2;2;3;0;""13"";""14"";13",377.0
773,378,"GP;""M"";17;""U"";""GT3"";""T"";3;3;""other"";""services"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;3;5;3;5;5;0;""17"";""18"";17",378.0
774,379,"GP;""M"";17;""R"";""GT3"";""T"";2;2;""services"";""other"";""course"";""mother"";4;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;5;5;5;4;2;""11"";""10"";10",379.0
775,380,"GP;""F"";17;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;4;1;3;4;0;""13"";""12"";13",380.0
776,381,"GP;""F"";17;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";2;3;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";4;3;3;1;2;4;4;""15"";""14"";15",381.0
777,382,"GP;""F"";17;""U"";""GT3"";""T"";3;3;""at_home"";""other"";""course"";""mother"";1;1;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;5;2;5;5;2;""11"";""12"";11",382.0
778,383,"GP;""M"";18;""U"";""LE3"";""T"";2;2;""other"";""other"";""course"";""mother"";1;4;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;5;2;4;5;0;""11"";""11"";12",383.0
779,384,"GP;""M"";19;""R"";""GT3"";""T"";3;2;""at_home"";""services"";""home"";""other"";1;1;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""no"";""yes"";5;3;4;2;2;5;0;""11"";""10"";10",384.0
780,385,"GP;""F"";18;""U"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";4;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;2;5;1;1;2;2;""10"";""9"";10",385.0
781,386,"GP;""F"";17;""R"";""GT3"";""T"";2;4;""at_home"";""other"";""course"";""father"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;3;1;1;5;0;""15"";""15"";15",386.0
782,387,"GP;""M"";18;""U"";""GT3"";""T"";2;2;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";5;4;2;1;2;5;6;""15"";""14"";15",387.0
783,388,"GP;""F"";18;""U"";""GT3"";""T"";3;3;""services"";""services"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;1;4;8;""10"";""11"";12",388.0
784,389,"GP;""F"";18;""U"";""LE3"";""T"";2;2;""other"";""other"";""home"";""other"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;3;1;1;2;0;""10"";""9"";12",389.0
785,390,"GP;""F"";18;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";2;4;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;4;1;1;4;6;""14"";""13"";14",390.0
786,391,"GP;""F"";17;""U"";""GT3"";""T"";3;4;""services"";""other"";""course"";""mother"";1;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;5;1;3;5;8;""11"";""13"";14",391.0
787,392,"GP;""F"";17;""U"";""GT3"";""T"";3;2;""other"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;3;2;2;3;2;0;""12"";""13"";15",392.0
788,393,"GP;""F"";18;""U"";""LE3"";""T"";3;3;""services"";""services"";""home"";""mother"";1;4;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;1;4;""14"";""14"";15",393.0
789,394,"GP;""F"";17;""R"";""GT3"";""A"";3;2;""other"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;2;3;2;0;""14"";""14"";16",394.0
790,395,"GP;""M"";18;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""home"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;2;2;2;0;""12"";""12"";13",395.0
791,396,"GP;""M"";18;""U"";""LE3"";""T"";3;4;""services"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;3;1;3;5;6;""16"";""16"";17",396.0
792,397,"GP;""F"";17;""U"";""GT3"";""A"";2;2;""at_home"";""at_home"";""home"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;3;1;1;2;4;18;""10"";""12"";14",397.0
793,398,"GP;""F"";18;""U"";""GT3"";""T"";2;3;""at_home"";""other"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;2;3;0;""11"";""12"";14",398.0
794,399,"GP;""F"";18;""U"";""GT3"";""T"";3;2;""other"";""services"";""other"";""mother"";1;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;4;3;2;3;1;4;""14"";""16"";17",399.0
795,400,"GP;""M"";18;""R"";""GT3"";""T"";4;3;""teacher"";""services"";""course"";""mother"";1;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;3;2;1;2;4;4;""15"";""14"";17",400.0
796,401,"GP;""M"";18;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;4;5;2;3;5;0;""14"";""13"";14",401.0
797,402,"GP;""F"";17;""U"";""GT3"";""T"";4;3;""health"";""other"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;3;1;3;4;0;""11"";""12"";13",402.0
798,403,"GP;""F"";17;""U"";""GT3"";""T"";2;1;""services"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;4;2;2;1;10;""12"";""15"";15",403.0
799,404,"GP;""F"";17;""U"";""GT3"";""T"";2;1;""services"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;5;2;4;4;4;""12"";""16"";16",404.0
800,405,"GP;""F"";19;""U"";""LE3"";""A"";2;3;""at_home"";""other"";""home"";""other"";2;1;1;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";2;2;3;3;4;5;16;""10"";""11"";11",405.0
801,406,"GP;""F"";17;""U"";""GT3"";""T"";3;1;""other"";""at_home"";""home"";""mother"";1;1;1;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;1;2;1;1;3;6;""10"";""13"";13",406.0
802,407,"GP;""F"";21;""U"";""LE3"";""T"";4;4;""other"";""other"";""reputation"";""other"";1;3;2;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;3;2;1;1;5;0;""9"";""12"";12",407.0
803,408,"GP;""M"";18;""U"";""LE3"";""T"";2;2;""services"";""services"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""no"";""no"";""yes"";""no"";4;4;4;1;3;3;11;""9"";""11"";12",408.0
804,409,"GP;""M"";18;""U"";""LE3"";""A"";3;4;""other"";""other"";""reputation"";""other"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;5;1;4;2;9;""13"";""14"";15",409.0
805,410,"GP;""F"";17;""U"";""GT3"";""T"";2;2;""services"";""services"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;4;1;3;4;0;""13"";""17"";17",410.0
806,411,"GP;""M"";17;""U"";""LE3"";""A"";4;4;""health"";""other"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;2;1;2;4;2;""12"";""15"";15",411.0
807,412,"GP;""F"";18;""U"";""LE3"";""T"";4;2;""teacher"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;2;1;1;3;0;""14"";""17"";17",412.0
808,413,"GP;""M"";21;""R"";""LE3"";""T"";1;1;""at_home"";""other"";""course"";""other"";2;2;2;""no"";""yes"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";5;3;3;5;2;4;21;""9"";""10"";10",413.0
809,414,"GP;""F"";20;""R"";""GT3"";""T"";1;1;""other"";""other"";""reputation"";""other"";2;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;2;2;1;3;3;8;""11"";""15"";15",414.0
810,415,"GP;""F"";19;""U"";""GT3"";""T"";4;4;""teacher"";""other"";""home"";""other"";1;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;2;5;4;4;5;5;""9"";""10"";11",415.0
811,416,"GP;""M"";17;""U"";""LE3"";""A"";3;2;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;1;2;5;10;""16"";""18"";18",416.0
812,417,"GP;""F"";18;""U"";""GT3"";""T"";3;2;""at_home"";""other"";""reputation"";""father"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;3;4;1;2;2;5;""14"";""17"";17",417.0
813,418,"GP;""M"";18;""R"";""GT3"";""T"";2;3;""other"";""services"";""reputation"";""father"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;1;3;4;5;4;13;""13"";""14"";14",418.0
814,419,"GP;""M"";19;""U"";""GT3"";""T"";2;1;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;4;1;4;4;10;""7"";""11"";11",419.0
815,420,"GP;""F"";18;""U"";""LE3"";""A"";2;2;""services"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;1;4;1;3;4;10;""14"";""17"";17",420.0
816,421,"GP;""F"";20;""U"";""GT3"";""T"";1;0;""other"";""other"";""reputation"";""mother"";2;1;1;""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;3;1;1;1;5;5;""8"";""10"";10",421.0
817,422,"GP;""F"";18;""U"";""GT3"";""T"";3;2;""services"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";3;1;2;1;2;1;4;""10"";""13"";13",422.0
818,423,"MS;""F"";16;""U"";""GT3"";""T"";1;3;""at_home"";""other"";""other"";""father"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""yes"";4;3;3;1;3;5;11;""10"";""11"";11",423.0
819,424,"MS;""F"";16;""R"";""GT3"";""T"";2;2;""other"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;1;1;5;0;""12"";""12"";12",424.0
820,425,"MS;""F"";15;""R"";""GT3"";""T"";1;1;""at_home"";""services"";""other"";""mother"";1;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;1;3;1;1;2;6;""10"";""10"";10",425.0
821,426,"MS;""F"";15;""R"";""GT3"";""T"";3;3;""at_home"";""other"";""course"";""mother"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;4;4;2;3;5;4;""10"";""10"";11",426.0
822,427,"MS;""F"";16;""R"";""GT3"";""T"";2;3;""at_home"";""services"";""course"";""mother"";2;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;5;2;1;2;5;0;""16"";""17"";17",427.0
823,428,"MS;""F"";15;""R"";""LE3"";""T"";2;1;""at_home"";""other"";""home"";""mother"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""no"";""no"";""no"";1;3;4;1;1;1;0;""6"";""8"";9",428.0
824,429,"MS;""M"";16;""R"";""LE3"";""A"";4;4;""at_home"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;3;2;1;3;2;5;""10"";""11"";11",429.0
825,430,"MS;""M"";16;""U"";""GT3"";""A"";1;2;""other"";""other"";""other"";""mother"";1;3;0;""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;3;1;1;5;0;""10"";""11"";11",430.0
826,431,"MS;""F"";17;""R"";""GT3"";""T"";3;2;""at_home"";""other"";""course"";""father"";1;2;1;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;5;4;1;2;5;0;""10"";""10"";10",431.0
827,432,"MS;""F"";17;""R"";""GT3"";""T"";1;1;""other"";""other"";""other"";""father"";1;1;1;""no"";""yes"";""no"";""no"";""no"";""no"";""yes"";""no"";5;4;4;2;2;5;0;""6"";""6"";7",432.0
828,433,"MS;""F"";15;""R"";""GT3"";""T"";4;4;""teacher"";""other"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";1;5;1;3;5;5;0;""13"";""14"";14",433.0
829,434,"MS;""F"";16;""U"";""LE3"";""A"";2;2;""at_home"";""other"";""reputation"";""mother"";2;4;0;""no"";""no"";""no"";""yes"";""no"";""no"";""no"";""yes"";1;2;1;1;1;1;4;""10"";""9"";11",434.0
830,435,"MS;""F"";15;""R"";""LE3"";""T"";1;1;""at_home"";""services"";""reputation"";""father"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;4;3;1;2;4;0;""10"";""10"";10",435.0
831,436,"MS;""F"";15;""R"";""LE3"";""T"";1;1;""other"";""services"";""course"";""mother"";2;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;3;1;2;2;4;""6"";""7"";8",436.0
832,437,"MS;""F"";16;""R"";""GT3"";""T"";0;2;""other"";""other"";""other"";""mother"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";3;2;3;1;2;2;0;""12"";""11"";12",437.0
833,438,"MS;""F"";17;""R"";""GT3"";""T"";2;3;""other"";""other"";""course"";""mother"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;5;5;1;3;3;2;""10"";""11"";12",438.0
834,439,"MS;""F"";15;""R"";""GT3"";""T"";3;3;""other"";""services"";""course"";""father"";2;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;1;3;1;1;4;0;""14"";""16"";16",439.0
835,440,"MS;""M"";16;""U"";""GT3"";""T"";1;1;""at_home"";""services"";""home"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";5;4;5;4;5;3;0;""7"";""0"";0",440.0
836,441,"MS;""M"";17;""U"";""GT3"";""T"";1;1;""other"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";4;4;3;2;4;5;4;""8"";""9"";9",441.0
837,442,"MS;""M"";15;""R"";""LE3"";""T"";4;1;""health"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;2;2;0;""12"";""13"";14",442.0
838,443,"MS;""M"";15;""R"";""LE3"";""T"";4;1;""health"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;2;2;7;""7"";""9"";8",443.0
839,444,"MS;""M"";16;""R"";""GT3"";""T"";3;4;""other"";""health"";""other"";""mother"";3;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""no"";3;4;5;1;2;5;4;""9"";""10"";11",444.0
840,445,"MS;""M"";15;""R"";""GT3"";""T"";1;1;""other"";""other"";""course"";""mother"";4;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";5;4;5;2;4;4;8;""7"";""9"";9",445.0
841,446,"MS;""M"";15;""U"";""LE3"";""T"";3;3;""at_home"";""at_home"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;5;0;""11"";""11"";11",446.0
842,447,"MS;""M"";17;""R"";""GT3"";""T"";2;1;""other"";""other"";""other"";""mother"";3;1;0;""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";""yes"";5;5;5;5;5;3;8;""8"";""10"";9",447.0
843,448,"MS;""F"";16;""R"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";2;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;2;1;1;4;6;""16"";""16"";17",448.0
844,449,"MS;""F"";15;""R"";""GT3"";""T"";1;2;""other"";""services"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;1;2;1;1;1;3;""11"";""13"";13",449.0
845,450,"MS;""F"";16;""R"";""GT3"";""T"";2;3;""other"";""services"";""course"";""mother"";3;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;5;4;1;2;1;2;""15"";""15"";15",450.0
846,451,"MS;""M"";16;""R"";""GT3"";""T"";1;2;""other"";""other"";""course"";""father"";2;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;3;1;1;5;0;""10"";""11"";11",451.0
847,452,"MS;""F"";16;""R"";""GT3"";""T"";2;2;""other"";""other"";""course"";""mother"";3;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;5;1;1;4;4;""9"";""10"";11",452.0
848,453,"MS;""F"";16;""U"";""GT3"";""T"";1;2;""other"";""services"";""course"";""mother"";1;3;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";1;3;2;1;2;4;0;""10"";""8"";8",453.0
849,454,"MS;""F"";16;""U"";""GT3"";""T"";1;2;""other"";""services"";""course"";""mother"";1;3;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";1;3;2;1;2;4;3;""9"";""8"";8",454.0
850,455,"MS;""F"";15;""U"";""GT3"";""T"";2;1;""at_home"";""other"";""home"";""mother"";1;2;0;""yes"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;4;2;3;3;2;0;""9"";""10"";9",455.0
851,456,"MS;""F"";16;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""no"";""yes"";5;4;3;2;1;2;0;""13"";""14"";15",456.0
852,457,"MS;""M"";17;""R"";""LE3"";""T"";1;2;""at_home"";""services"";""reputation"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;5;5;5;5;3;4;""10"";""11"";11",457.0
