,school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3,Unnamed: 0
385,"GP;""F"";18;""U"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";4;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;2;5;1;1;2;2;""10"";""9"";10",385.0
386,"GP;""F"";17;""R"";""GT3"";""T"";2;4;""at_home"";""other"";""course"";""father"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;3;1;1;5;0;""15"";""15"";15",386.0
387,"GP;""M"";18;""U"";""GT3"";""T"";2;2;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";5;4;2;1;2;5;6;""15"";""14"";15",387.0
388,"GP;""F"";18;""U"";""GT3"";""T"";3;3;""services"";""services"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;1;4;8;""10"";""11"";12",388.0
389,"GP;""F"";18;""U"";""LE3"";""T"";2;2;""other"";""other"";""home"";""other"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;3;1;1;2;0;""10"";""9"";12",389.0
390,"GP;""F"";18;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";2;4;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;4;1;1;4;6;""14"";""13"";14",390.0
391,"GP;""F"";17;""U"";""GT3"";""T"";3;4;""services"";""other"";""course"";""mother"";1;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;5;1;3;5;8;""11"";""13"";14",391.0
392,"GP;""F"";17;""U"";""GT3"";""T"";3;2;""other"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;3;2;2;3;2;0;""12"";""13"";15",392.0
393,"GP;""F"";18;""U"";""LE3"";""T"";3;3;""services"";""services"";""home"";""mother"";1;4;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;1;4;""14"";""14"";15",393.0
394,"GP;""F"";17;""R"";""GT3"";""A"";3;2;""other"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;2;3;2;0;""14"";""14"";16",394.0
395,"GP;""M"";18;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""home"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;2;2;2;0;""12"";""12"";13",395.0
396,"GP;""M"";18;""U"";""LE3"";""T"";3;4;""services"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;3;1;3;5;6;""16"";""16"";17",396.0
397,"GP;""F"";17;""U"";""GT3"";""A"";2;2;""at_home"";""at_home"";""home"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;3;1;1;2;4;18;""10"";""12"";14",397.0
398,"GP;""F"";18;""U"";""GT3"";""T"";2;3;""at_home"";""other"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;2;3;0;""11"";""12"";14",398.0
399,"GP;""F"";18;""U"";""GT3"";""T"";3;2;""other"";""services"";""other"";""mother"";1;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;4;3;2;3;1;4;""14"";""16"";17",399.0
400,"GP;""M"";18;""R"";""GT3"";""T"";4;3;""teacher"";""services"";""course"";""mother"";1;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;3;2;1;2;4;4;""15"";""14"";17",400.0
401,"GP;""M"";18;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;4;5;2;3;5;0;""14"";""13"";14",401.0
402,"GP;""F"";17;""U"";""GT3"";""T"";4;3;""health"";""other"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;3;1;3;4;0;""11"";""12"";13",402.0
403,"GP;""F"";17;""U"";""GT3"";""T"";2;1;""services"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;4;2;2;1;10;""12"";""15"";15",403.0
404,"GP;""F"";17;""U"";""GT3"";""T"";2;1;""services"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;5;2;4;4;4;""12"";""16"";16",404.0
405,"GP;""F"";19;""U"";""LE3"";""A"";2;3;""at_home"";""other"";""home"";""other"";2;1;1;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";2;2;3;3;4;5;16;""10"";""11"";11",405.0
406,"GP;""F"";17;""U"";""GT3"";""T"";3;1;""other"";""at_home"";""home"";""mother"";1;1;1;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;1;2;1;1;3;6;""10"";""13"";13",406.0
407,"GP;""F"";21;""U"";""LE3"";""T"";4;4;""other"";""other"";""reputation"";""other"";1;3;2;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;3;2;1;1;5;0;""9"";""12"";12",407.0
408,"GP;""M"";18;""U"";""LE3"";""T"";2;2;""services"";""services"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""no"";""no"";""yes"";""no"";4;4;4;1;3;3;11;""9"";""11"";12",408.0
409,"GP;""M"";18;""U"";""LE3"";""A"";3;4;""other"";""other"";""reputation"";""other"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;5;1;4;2;9;""13"";""14"";15",409.0
410,"GP;""F"";17;""U"";""GT3"";""T"";2;2;""services"";""services"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;4;1;3;4;0;""13"";""17"";17",410.0
411,"GP;""M"";17;""U"";""LE3"";""A"";4;4;""health"";""other"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;2;1;2;4;2;""12"";""15"";15",411.0
412,"GP;""F"";18;""U"";""LE3"";""T"";4;2;""teacher"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;2;1;1;3;0;""14"";""17"";17",412.0
413,"GP;""M"";21;""R"";""LE3"";""T"";1;1;""at_home"";""other"";""course"";""other"";2;2;2;""no"";""yes"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";5;3;3;5;2;4;21;""9"";""10"";10",413.0
414,"GP;""F"";20;""R"";""GT3"";""T"";1;1;""other"";""other"";""reputation"";""other"";2;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;2;2;1;3;3;8;""11"";""15"";15",414.0
415,"GP;""F"";19;""U"";""GT3"";""T"";4;4;""teacher"";""other"";""home"";""other"";1;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;2;5;4;4;5;5;""9"";""10"";11",415.0
416,"GP;""M"";17;""U"";""LE3"";""A"";3;2;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;1;2;5;10;""16"";""18"";18",416.0
417,"GP;""F"";18;""U"";""GT3"";""T"";3;2;""at_home"";""other"";""reputation"";""father"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;3;4;1;2;2;5;""14"";""17"";17",417.0
418,"GP;""M"";18;""R"";""GT3"";""T"";2;3;""other"";""services"";""reputation"";""father"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;1;3;4;5;4;13;""13"";""14"";14",418.0
419,"GP;""M"";19;""U"";""GT3"";""T"";2;1;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;4;1;4;4;10;""7"";""11"";11",419.0
420,"GP;""F"";18;""U"";""LE3"";""A"";2;2;""services"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;1;4;1;3;4;10;""14"";""17"";17",420.0
421,"GP;""F"";20;""U"";""GT3"";""T"";1;0;""other"";""other"";""reputation"";""mother"";2;1;1;""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;3;1;1;1;5;5;""8"";""10"";10",421.0
422,"GP;""F"";18;""U"";""GT3"";""T"";3;2;""services"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";3;1;2;1;2;1;4;""10"";""13"";13",422.0
423,"MS;""F"";16;""U"";""GT3"";""T"";1;3;""at_home"";""other"";""other"";""father"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""yes"";4;3;3;1;3;5;11;""10"";""11"";11",423.0
424,"MS;""F"";16;""R"";""GT3"";""T"";2;2;""other"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;1;1;5;0;""12"";""12"";12",424.0
425,"MS;""F"";15;""R"";""GT3"";""T"";1;1;""at_home"";""services"";""other"";""mother"";1;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;1;3;1;1;2;6;""10"";""10"";10",425.0
426,"MS;""F"";15;""R"";""GT3"";""T"";3;3;""at_home"";""other"";""course"";""mother"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;4;4;2;3;5;4;""10"";""10"";11",426.0
427,"MS;""F"";16;""R"";""GT3"";""T"";2;3;""at_home"";""services"";""course"";""mother"";2;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;5;2;1;2;5;0;""16"";""17"";17",427.0
428,"MS;""F"";15;""R"";""LE3"";""T"";2;1;""at_home"";""other"";""home"";""mother"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""no"";""no"";""no"";1;3;4;1;1;1;0;""6"";""8"";9",428.0
429,"MS;""M"";16;""R"";""LE3"";""A"";4;4;""at_home"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;3;2;1;3;2;5;""10"";""11"";11",429.0
430,"MS;""M"";16;""U"";""GT3"";""A"";1;2;""other"";""other"";""other"";""mother"";1;3;0;""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;3;1;1;5;0;""10"";""11"";11",430.0
431,"MS;""F"";17;""R"";""GT3"";""T"";3;2;""at_home"";""other"";""course"";""father"";1;2;1;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;5;4;1;2;5;0;""10"";""10"";10",431.0
432,"MS;""F"";17;""R"";""GT3"";""T"";1;1;""other"";""other"";""other"";""father"";1;1;1;""no"";""yes"";""no"";""no"";""no"";""no"";""yes"";""no"";5;4;4;2;2;5;0;""6"";""6"";7",432.0
433,"MS;""F"";15;""R"";""GT3"";""T"";4;4;""teacher"";""other"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";1;5;1;3;5;5;0;""13"";""14"";14",433.0
434,"MS;""F"";16;""U"";""LE3"";""A"";2;2;""at_home"";""other"";""reputation"";""mother"";2;4;0;""no"";""no"";""no"";""yes"";""no"";""no"";""no"";""yes"";1;2;1;1;1;1;4;""10"";""9"";11",434.0
435,"MS;""F"";15;""R"";""LE3"";""T"";1;1;""at_home"";""services"";""reputation"";""father"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;4;3;1;2;4;0;""10"";""10"";10",435.0
436,"MS;""F"";15;""R"";""LE3"";""T"";1;1;""other"";""services"";""course"";""mother"";2;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;3;1;2;2;4;""6"";""7"";8",436.0
437,"MS;""F"";16;""R"";""GT3"";""T"";0;2;""other"";""other"";""other"";""mother"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";3;2;3;1;2;2;0;""12"";""11"";12",437.0
438,"MS;""F"";17;""R"";""GT3"";""T"";2;3;""other"";""other"";""course"";""mother"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;5;5;1;3;3;2;""10"";""11"";12",438.0
439,"MS;""F"";15;""R"";""GT3"";""T"";3;3;""other"";""services"";""course"";""father"";2;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;1;3;1;1;4;0;""14"";""16"";16",439.0
440,"MS;""M"";16;""U"";""GT3"";""T"";1;1;""at_home"";""services"";""home"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";5;4;5;4;5;3;0;""7"";""0"";0",440.0
441,"MS;""M"";17;""U"";""GT3"";""T"";1;1;""other"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";4;4;3;2;4;5;4;""8"";""9"";9",441.0
442,"MS;""M"";15;""R"";""LE3"";""T"";4;1;""health"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;2;2;0;""12"";""13"";14",442.0
443,"MS;""M"";15;""R"";""LE3"";""T"";4;1;""health"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;2;2;7;""7"";""9"";8",443.0
444,"MS;""M"";16;""R"";""GT3"";""T"";3;4;""other"";""health"";""other"";""mother"";3;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""no"";3;4;5;1;2;5;4;""9"";""10"";11",444.0
445,"MS;""M"";15;""R"";""GT3"";""T"";1;1;""other"";""other"";""course"";""mother"";4;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";5;4;5;2;4;4;8;""7"";""9"";9",445.0
446,"MS;""M"";15;""U"";""LE3"";""T"";3;3;""at_home"";""at_home"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;5;0;""11"";""11"";11",446.0
447,"MS;""M"";17;""R"";""GT3"";""T"";2;1;""other"";""other"";""other"";""mother"";3;1;0;""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";""yes"";5;5;5;5;5;3;8;""8"";""10"";9",447.0
448,"MS;""F"";16;""R"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";2;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;2;1;1;4;6;""16"";""16"";17",448.0
449,"MS;""F"";15;""R"";""GT3"";""T"";1;2;""other"";""services"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;1;2;1;1;1;3;""11"";""13"";13",449.0
450,"MS;""F"";16;""R"";""GT3"";""T"";2;3;""other"";""services"";""course"";""mother"";3;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;5;4;1;2;1;2;""15"";""15"";15",450.0
451,"MS;""M"";16;""R"";""GT3"";""T"";1;2;""other"";""other"";""course"";""father"";2;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;3;1;1;5;0;""10"";""11"";11",451.0
452,"MS;""F"";16;""R"";""GT3"";""T"";2;2;""other"";""other"";""course"";""mother"";3;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;5;1;1;4;4;""9"";""10"";11",452.0
453,"MS;""F"";16;""U"";""GT3"";""T"";1;2;""other"";""services"";""course"";""mother"";1;3;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";1;3;2;1;2;4;0;""10"";""8"";8",453.0
454,"MS;""F"";16;""U"";""GT3"";""T"";1;2;""other"";""services"";""course"";""mother"";1;3;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";1;3;2;1;2;4;3;""9"";""8"";8",454.0
455,"MS;""F"";15;""U"";""GT3"";""T"";2;1;""at_home"";""other"";""home"";""mother"";1;2;0;""yes"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;4;2;3;3;2;0;""9"";""10"";9",455.0
456,"MS;""F"";16;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""no"";""yes"";5;4;3;2;1;2;0;""13"";""14"";15",456.0
457,"MS;""M"";17;""R"";""LE3"";""T"";1;2;""at_home"";""services"";""reputation"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;5;5;5;5;3;4;""10"";""11"";11",457.0
458,"MS;""F"";16;""R"";""GT3"";""T"";1;1;""other"";""other"";""home"";""father"";4;4;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;3;2;1;1;1;0;""13"";""10"";13",458.0
459,"MS;""F"";16;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""other"";""father"";4;3;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;4;3;1;1;5;2;""10"";""9"";10",459.0
460,"MS;""F"";15;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""home"";""father"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;2;1;""11"";""10"";11",460.0
461,"MS;""F"";16;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""other"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;2;4;3;2;0;""13"";""12"";14",461.0
462,"MS;""F"";15;""R"";""GT3"";""T"";1;1;""at_home"";""at_home"";""course"";""father"";3;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;2;1;1;2;2;0;""13"";""14"";14",462.0
463,"MS;""F"";15;""R"";""LE3"";""T"";2;2;""other"";""other"";""other"";""father"";1;3;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;4;3;2;2;5;2;""14"";""11"";12",463.0
464,"MS;""M"";16;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""other"";""father"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";3;4;4;3;4;5;6;""11"";""11"";11",464.0
465,"MS;""F"";18;""U"";""GT3"";""T"";1;2;""other"";""other"";""course"";""father"";1;2;1;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;4;4;2;3;5;9;""9"";""8"";8",465.0
466,"MS;""M"";15;""U"";""GT3"";""T"";3;1;""other"";""services"";""home"";""mother"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;2;3;1;3;4;0;""10"";""9"";11",466.0
467,"MS;""F"";16;""R"";""GT3"";""T"";2;2;""other"";""services"";""course"";""father"";3;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;1;2;1;""14"";""13"";14",467.0
468,"MS;""M"";15;""U"";""GT3"";""T"";2;2;""health"";""other"";""reputation"";""mother"";3;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;3;1;2;4;1;""13"";""12"";13",468.0
469,"MS;""M"";16;""U"";""GT3"";""T"";4;4;""other"";""teacher"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;3;1;1;1;3;0;""13"";""12"";13",469.0
470,"MS;""F"";15;""R"";""GT3"";""T"";3;3;""services"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;5;4;1;1;1;4;""13"";""12"";12",470.0
471,"MS;""F"";16;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";2;2;1;""no"";""yes"";""no"";""yes"";""no"";""yes"";""no"";""no"";4;4;4;2;3;5;2;""12"";""11"";12",471.0
472,"MS;""F"";16;""R"";""LE3"";""T"";2;2;""other"";""other"";""home"";""father"";3;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;3;2;1;1;4;0;""14"";""14"";16",472.0
473,"MS;""M"";16;""U"";""LE3"";""T"";2;1;""at_home"";""services"";""course"";""mother"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";2;4;3;2;3;4;4;""10"";""8"";10",473.0
474,"MS;""M"";15;""R"";""LE3"";""T"";1;3;""at_home"";""other"";""reputation"";""father"";3;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;4;3;5;3;2;""10"";""11"";11",474.0
475,"MS;""F"";15;""U"";""GT3"";""T"";2;2;""other"";""services"";""course"";""mother"";2;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";5;3;2;1;1;4;0;""12"";""13"";14",475.0
476,"MS;""F"";16;""R"";""LE3"";""T"";2;1;""other"";""other"";""home"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;4;3;1;1;5;2;""10"";""8"";8",476.0
477,"MS;""M"";15;""U"";""GT3"";""T"";3;3;""services"";""services"";""course"";""father"";2;1;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;3;3;2;4;3;11;""12"";""10"";11",477.0
478,"MS;""F"";16;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""father"";2;2;3;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;4;3;1;1;1;0;""7"";""7"";8",478.0
479,"MS;""F"";17;""U"";""GT3"";""T"";2;2;""other"";""at_home"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""no"";""no"";""no"";4;5;3;1;1;5;4;""9"";""9"";10",479.0
480,"MS;""F"";19;""U"";""GT3"";""T"";2;3;""at_home"";""services"";""course"";""other"";1;1;1;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";4;4;4;1;1;2;0;""9"";""9"";10",480.0
481,"MS;""F"";17;""R"";""GT3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";3;1;0;""no"";""yes"";""no"";""yes"";""yes"";""no"";""no"";""yes"";5;5;3;1;1;3;2;""9"";""10"";11",481.0
482,"MS;""F"";15;""R"";""LE3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";2;1;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""no"";""yes"";5;2;1;1;3;4;0;""9"";""10"";9",482.0
483,"MS;""F"";16;""R"";""GT3"";""T"";2;2;""other"";""other"";""course"";""father"";3;2;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""no"";3;4;5;1;2;1;1;""9"";""10"";11",483.0
484,"MS;""F"";16;""U"";""LE3"";""A"";2;2;""other"";""other"";""home"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""no"";""no"";4;3;4;1;2;1;6;""7"";""7"";8",484.0
485,"MS;""F"";17;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;5;1;2;4;0;""11"";""10"";11",485.0
486,"MS;""F"";16;""U"";""GT3"";""T"";2;2;""other"";""services"";""course"";""father"";1;1;1;""no"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";4;4;3;1;4;3;1;""9"";""10"";10",486.0
487,"MS;""F"";18;""R"";""LE3"";""A"";3;2;""other"";""other"";""course"";""other"";2;3;2;""no"";""yes"";""no"";""no"";""no"";""no"";""no"";""yes"";3;3;2;1;1;2;6;""7"";""9"";10",487.0
488,"MS;""F"";19;""U"";""GT3"";""T"";1;1;""at_home"";""services"";""course"";""mother"";1;3;1;""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";""yes"";5;3;1;1;1;3;6;""7"";""9"";9",488.0
489,"MS;""M"";18;""R"";""GT3"";""T"";1;1;""other"";""other"";""home"";""mother"";2;1;1;""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";""no"";4;4;3;3;4;4;0;""8"";""9"";10",489.0
490,"MS;""F"";18;""R"";""GT3"";""T"";1;1;""at_home"";""at_home"";""course"";""mother"";2;1;1;""no"";""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";3;2;3;1;1;2;4;""9"";""11"";10",490.0
491,"MS;""F"";19;""U"";""GT3"";""T"";1;1;""other"";""other"";""course"";""other"";2;2;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";1;1;4;4;1;1;12;""7"";""8"";9",491.0
492,"MS;""F"";16;""R"";""GT3"";""A"";2;2;""health"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";3;3;2;1;1;3;2;""8"";""10"";10",492.0
493,"MS;""F"";17;""U"";""GT3"";""T"";0;1;""other"";""at_home"";""course"";""father"";2;1;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";""no"";2;4;4;3;5;5;5;""9"";""9"";10",493.0
494,"MS;""F"";16;""R"";""LE3"";""T"";1;2;""at_home"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";""no"";4;4;5;1;3;3;0;""8"";""9"";9",494.0
495,"MS;""F"";16;""U"";""GT3"";""T"";3;3;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";4;5;4;1;1;4;0;""14"";""13"";13",495.0
496,"MS;""F"";16;""R"";""LE3"";""T"";1;1;""services"";""services"";""home"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;4;2;2;4;2;""14"";""14"";14",496.0
497,"MS;""M"";17;""U"";""GT3"";""T"";3;3;""services"";""at_home"";""course"";""mother"";2;4;1;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";""no"";5;4;5;3;4;5;0;""10"";""11"";10",497.0
498,"MS;""F"";16;""U"";""GT3"";""T"";2;1;""other"";""services"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;1;0;""14"";""13"";14",498.0
499,"MS;""F"";16;""U"";""GT3"";""T"";2;2;""services"";""other"";""course"";""mother"";1;1;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";""yes"";4;2;5;1;2;5;0;""17"";""16"";16",499.0
500,"MS;""M"";17;""U"";""GT3"";""T"";1;2;""other"";""other"";""course"";""father"";1;1;1;""no"";""yes"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";5;3;5;5;5;1;12;""6"";""7"";7",500.0
501,"MS;""M"";16;""U"";""LE3"";""T"";4;3;""other"";""other"";""course"";""father"";1;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;5;1;5;5;8;""14"";""12"";13",501.0
